NURS_204	4	1	39924	780	890
NURS_204	4	1	39925	6240	6410
NURS_204	4	1	39926	3770	4010
NURS_204	4	1	40822	6240	6480
NURS_212	4	1	39927	660	770
NURS_212	4	1	39929	480	530
NURS_212	4	1	39931	2190	2310
NURS_212	4	1	40828	480	540
NURS_221	6	1	39933	5160	5270
NURS_221	6	1	39936	2220	2330
NURS_221	6	1	39941	3630	3750
NURS_221	6	1	39983	600	710
NURS_221	6	1	40855	2400	2520
NURS_221	6	1	46326	3630	3750
NURS_223	6	2		5040	5150		900	1020
NURS_223	6	1	39942	540	650
NURS_223	6	2	39943	900	1010	39943	3780	3890
NURS_223	6	2	39944	1950	2070	39944	3390	3510
NURS_223	6	1	40859	2220	2340
NURS_223	6	1	44117	3390	3510
NURS_304	3	1	40885	6300	6410
NURS_304	3	1	40887	1020	1140
NURS_304	3	1	40888	2250	2490
NURS_322	1	1	31803	630	710
NURS_331	5	1	40612	660	780
NURS_331	5	1	40614	4860	4980
NURS_331	5	1	40868	480	590
NURS_331	5	1	40870	780	900
NURS_331	5	1	40872	3690	3810
NURS_341	7	1	40618	6420	6540
NURS_341	7	1	40620	540	660
NURS_341	7	1	40862	6450	6560
NURS_341	7	1	40864	720	840
NURS_341	7	1	40866	3420	3530
NURS_341	7	1	44118	3450	3570
NURS_341	7	1	44492	1950	2070
NURS_354	3	1	40625	6600	6720
NURS_354	3	1	40626	2430	2550
NURS_354	3	1	40627	3630	3870
NURS_361	5	1	40628	6420	6540
NURS_361	5	1	40630	780	900
NURS_361	5	1	40874	6450	6570
NURS_361	5	1	40876	540	660
NURS_361	5	1	40878	3450	3570
NURS_371	6	1	40632	660	780
NURS_371	6	1	40634	3900	4020
NURS_371	6	1	40636	3390	3510
NURS_371	6	1	40880	600	710
NURS_371	6	1	40882	3900	4020
NURS_371	6	1	45321	3690	3810
NURS_385	3	1	31781	780	890
NURS_385	3	1	31783	540	650
NURS_385	3	1	40252	780	890
NURS_387	3	1	40638	840	960
NURS_387	3	1	40639	5340	5460
NURS_387	3	1	40640	2130	2310
NURS_403	2	1	37381	3660	3840
NURS_403	2	1	38547	540	660
NURS_404	2	1	31604	5100	5280
NURS_404	2	1	38280	1980	2160
NURS_406	3	1	38266	4860	5040
NURS_406	3	1	39419	540	720
NURS_406	3	1	42510	1980	2150
NURS_409	4	1	49552	780	960
NURS_409	4	1	49554	540	720
NURS_409	4	1	49556	480	660
NURS_409	4	1	49558	3630	3810
NURS_411	4	1	49560	6300	6480
NURS_411	4	1	49562	6540	6720
NURS_411	4	1	49564	1980	2160
NURS_411	4	1	49566	2190	2370
NURS_412	5	1		720	840
NURS_412	5	1	31780	4860	5090
NURS_412	5	1	38548	840	1080
NURS_412	5	1	40818	540	660
NURS_412	5	1	41930	4860	5090
NURS_414	1	1	31677	1980	2090
NURS_419	5	3		2220	2340		6540	6660		780	900
NURS_419	5	1	49568	600	720
NURS_419	5	1	49569	6360	6480
NURS_419	5	1	49570	6240	6360
NURS_419	5	2	49571	1950	2070	49571	3390	3510
NURS_420	4	1	48199	6480	6660
NURS_420	4	1	48200	6240	6420
NURS_420	4	1	48201	540	720
NURS_420	4	1	48202	2190	2370
NURS_421	2	1	37382	3420	3590
NURS_421	2	1	38549	720	900
NURS_422	2	1	37171	4860	5040
NURS_422	2	1	38370	5100	5280
NURS_423	5	1		5220	5340
NURS_423	5	1	48203	480	660
NURS_423	5	1	48205	720	900
NURS_423	5	1	48207	840	960
NURS_423	5	2	48209	1950	2070	48209	3390	3510
NURS_428	4	1	48211	720	840
NURS_428	4	1	48212	6480	6600
NURS_428	4	1	48213	5040	5160
NURS_428	4	1	48214	3630	3750
NURS_443	2	1	48215	6300	6420
NURS_443	2	1	48217	4860	4980
NURS_463	3	1	48219	540	660
NURS_463	3	1	48221	6300	6420
NURS_463	3	1	48223	3780	3900
NURS_511	1	1	49045	5040	5130
NURS_515	2	1	37626	6360	6470
NURS_515	2	1	48258	600	1020
NURS_518	2	2		5280	5340		5280	5340
NURS_518	2	1	48259	5280	5340
NURS_531	3	9		2220	2340		2220	2340		2220	2340		2220	2340		2220	2340		2220	2340		2220	2340		2220	2340		2220	2340
NURS_531	3	1	31646	1980	2090
NURS_531	3	1	33723	2220	2340
NURS_533	3	1	31643	780	900
NURS_533	3	1	32376	3570	3660
NURS_533	3	1	44455	1080	1130
NURS_534	3	4		3600	3660		3600	3660		6540	6660		6540	6660
NURS_534	3	1	48261	3600	3660
NURS_534	3	1	49047	6540	6660
NURS_540	2	1		2040	2100
NURS_540	2	1	49050	2040	2100
NURS_542	2	1		6660	6720
NURS_542	2	1	43888	3660	3720
NURS_555	3	4		2340	2460		2340	2460		2340	2460		2340	2460
NURS_555	3	1	38632	2340	2460
NURS_555	3	1	48277	2340	2460
NURS_566	1	1	39527	5160	5270
NURS_568	1	1	43893	3480	3590
NURS_570	1	1	31669	3420	3590
NURS_571	1	1	31642	3420	3590
NURS_572	1	1	31643	5100	5330
NURS_573	1	1	31665	3660	3900
NURS_574	2	1	40782	3420	3590
NURS_574	2	1	43192	3420	3590
NURS_586	2	1	40819	2220	2330
NURS_586	2	1	42894	3660	3770
NURS_588	1	1	40785	3660	3780
