ECO__201	3	2	10002	2160	2235	10002	5040	5115
ECO__201	3	1	12580	2520	2670
ECO__201	3	2	14300	600	675	14300	3480	3555
ECO__202	3	1	10783	3960	4110
ECO__202	3	1	11639	5160	5310
ECO__202	3	1	12423	3480	3630
ECO__213	2	1	12470	2520	2670
ECO__213	2	1	12419	2280	2430
ECO__301	1	1	10012	5400	5550
ECO__490	1	1	14282	2520	2670
ECO__413	1	1	11649	2520	2670
