SOCW___410	10	1	13389	480	650
SOCW___410	10	1	13390	3360	3530
SOCW___410	10	1	13394	480	650
SOCW___410	10	1	13398	480	650
SOCW___410	10	1	13416	3930	4100
SOCW___410	10	1	35661	3360	3530
SOCW___410	10	1	37926	3360	3530
SOCW___410	10	1	41135	1050	1220
SOCW___410	10	1	43814	1050	1220
SOCW___410	10	1	48904	1050	1220
SOCW___411	9	1	15503	3360	3530
SOCW___411	9	1	15505	3360	3530
SOCW___411	9	1	15506	480	650
SOCW___411	9	1	15507	3930	4100
SOCW___411	9	1	15508	1050	1220
SOCW___411	9	1	35449	480	650
SOCW___411	9	1	36789	480	650
SOCW___411	9	1	36792	3360	3530
SOCW___411	9	1	42697	3360	3530
SOCW___420	10	1	13418	1050	1220
SOCW___420	10	1	13419	3930	4100
SOCW___420	10	1	42093	480	650
SOCW___420	10	1	42095	3360	3530
SOCW___420	10	1	42096	3360	3530
SOCW___420	10	1	42097	480	650
SOCW___420	10	1	42098	3360	3530
SOCW___420	10	1	43815	480	650
SOCW___420	10	1	45287	3930	4100
SOCW___420	10	1	48905	3930	4100
SOCW___430	10	1	13426	3660	3830
SOCW___430	10	1	13431	3660	3830
SOCW___430	10	1	13435	780	950
SOCW___430	10	1	13440	780	950
SOCW___430	10	1	13449	3930	4100
SOCW___430	10	1	35662	3660	3830
SOCW___430	10	1	37163	780	950
SOCW___430	10	1	37164	3930	4100
SOCW___430	10	1	37927	1050	1220
SOCW___430	10	1	43816	1050	1220
SOCW___431	10	1	15512	3660	3830
SOCW___431	10	1	15513	3660	3830
SOCW___431	10	1	15515	3660	3830
SOCW___431	10	1	15516	1050	1220
SOCW___431	10	1	15519	3930	4100
SOCW___431	10	1	35782	780	950
SOCW___431	10	1	36791	3660	3830
SOCW___431	10	1	36792	780	950
SOCW___431	10	1	36793	1050	1220
SOCW___431	10	1	42698	780	950
SOCW___460	13	1	13458	3660	3830
SOCW___460	13	1	13459	3660	3830
SOCW___460	13	1	13464	780	950
SOCW___460	13	1	15522	3930	4100
SOCW___460	13	1	35663	780	950
SOCW___460	13	1	37928	3660	3830
SOCW___460	13	1	41918	3360	3530
SOCW___460	13	1	41919	3360	3530
SOCW___460	13	1	41920	3360	3530
SOCW___460	13	1	41921	480	650
SOCW___460	13	1	41922	480	650
SOCW___460	13	1	43031	480	650
SOCW___460	13	1	47486	1050	1220
SOCW___502	2	1	45423	3930	4100
SOCW___502	2	1	49495	3930	4100
SOCW___503	1	1	46332	5100	5270
SOCW___504	1	1	32095	1050	1220
SOCW___505	1	1	47324	5370	5540
SOCW___506	1	1	47273	2490	2660
SOCW___507	1	1	46569	2490	2660
SOCW___508	1	1	28778	2400	2570
SOCW___509	1	1	28797	2400	2570
SOCW___511	1	1	13473	5100	5270
SOCW___512	1	1	41501	2220	2390
SOCW___517	2	1	15524	1050	1220
SOCW___517	2	1	49498	1050	1220
SOCW___519	3	1	25094	1920	2090
SOCW___519	3	1	32096	2490	2660
SOCW___519	3	1	48833	5100	5270
SOCW___520	2	1	24567	5100	5270
SOCW___520	2	1	31422	2490	2660
SOCW___521	2	1	13476	1050	1220
SOCW___521	2	1	32097	1050	1220
SOCW___522	3	1	13479	5370	5540
SOCW___522	3	1	15526	3930	4100
SOCW___522	3	1	40796	3930	4100
SOCW___523	2	1	13483	5370	5540
SOCW___523	2	1	31428	2220	2390
SOCW___527	9	1	33352	5370	5540
SOCW___527	9	1	33585	3930	4100
SOCW___527	9	1	35664	5100	5270
SOCW___527	9	1	35830	5100	5270
SOCW___527	9	1	40600	5100	5270
SOCW___527	9	1	42699	5370	5540
SOCW___527	9	1	43509	2220	2390
SOCW___527	9	1	44266	2490	2660
SOCW___527	9	1	46331	1050	1220
SOCW___530	1	1	13485	5100	5270
SOCW___531	3	1	25095	4800	4970
SOCW___531	3	1	32098	5370	5540
SOCW___531	3	1	48834	5370	5540
SOCW___532	2	1	30493	1050	1220
SOCW___532	2	1	45399	5100	5250
SOCW___533	1	1	32101	1050	1220
SOCW___536	1	1	47275	5370	5540
SOCW___538	1	1	45258	5100	5270
SOCW___539	5	1	13488	2490	2660
SOCW___539	5	1	15531	2220	2390
SOCW___539	5	1	38141	2220	2390
SOCW___539	5	1	47323	5100	5270
SOCW___539	5	1	48835	5370	5540
SOCW___540	1	1	39775	5100	5270
SOCW___544	1	1	32103	3930	4100
SOCW___545	1	1	13491	3930	4100
SOCW___546	1	1	28556	2430	2595
SOCW___547	1	1	34575	5100	5270
SOCW___548	1	1	40522	2220	2390
SOCW___551	4	1	13498	2220	2390
SOCW___551	4	1	13500	4800	4970
SOCW___551	4	1	13503	5370	5540
SOCW___551	4	1	32104	1920	2090
SOCW___552	3	1	13513	4800	4970
SOCW___552	3	1	13515	4800	4970
SOCW___552	3	1	32105	5370	5540
SOCW___554	6	1	13521	4800	4970
SOCW___554	6	1	13523	1920	2090
SOCW___554	6	1	32106	5370	5540
SOCW___554	6	1	33524	5370	5540
SOCW___554	6	1	37171	2490	2660
SOCW___554	6	1	48836	5100	5270
SOCW___558	2	1	32107	5100	5270
SOCW___558	2	1	42299	3930	4100
SOCW___563	4	1	15537	2490	2660
SOCW___563	4	1	15538	4800	4970
SOCW___563	4	1	15539	2490	2660
SOCW___563	4	1	40881	1920	2090
SOCW___565	6	1	15541	4800	4970
SOCW___565	6	1	15542	2490	2660
SOCW___565	6	1	15544	5370	5540
SOCW___565	6	1	33333	5370	5540
SOCW___565	6	1	42316	5370	5540
SOCW___565	6	1	47450	5100	5270
SOCW___568	1	1	44924	2490	2660
SOCW___576	2	1	46330	2220	2390
SOCW___576	2	1	49537	3930	4100
SOCW___578	1	1	42312	5280	5450
SOCW___582	3	1	13544	2490	2660
SOCW___582	3	1	13545	1920	2090
SOCW___582	3	1	32108	1920	2090
SOCW___583	2	1	15553	1920	2090
SOCW___583	2	1	48137	2490	2660
SOCW___586	6	1	13547	1920	2090
SOCW___586	6	1	13548	1920	2090
SOCW___586	6	1	32109	2490	2660
SOCW___586	6	1	33525	4800	4970
SOCW___586	6	1	37172	5370	5540
SOCW___586	6	1	48839	5100	5270
SOCW___587	5	1	15557	2490	2660
SOCW___587	5	1	33332	4800	4970
SOCW___587	5	1	36796	5370	5540
SOCW___587	5	1	40515	1920	2090
SOCW___587	5	1	47258	5100	5270
SOCW___588	4	1	13549	1920	2090
SOCW___588	4	1	13550	2490	2660
SOCW___588	4	1	13551	4800	4970
SOCW___588	4	1	32110	2490	2660
SOCW___589	3	1	15558	1920	2090
SOCW___589	3	1	15559	4800	4970
SOCW___589	3	1	42722	2490	2660
SOCW___590	1	1	38510	3840	4010
SOCW___591	2	1	22447	3840	4010
SOCW___591	2	1	37913	3840	4010
SOCW___593	1	1	27190	5280	5450
