CHSC_421	2	1	40001	2220	2385
CHSC_421	2	1	40003	4920	5085
CHSC_422	2	1	46477	2220	2385
CHSC_422	2	1	48235	780	945
CHSC_423	1	1	40899	1980	2145
CHSC_433	1	1	34695	3480	3645
CHSC_434	1	1	21007	960	1125
CHSC_485	2	1	48239	2460	2625
CHSC_485	2	1	48552	2220	2385
CHSC_494	2	1	32597	3780	3945
CHSC_494	2	1	42091	3660	3770
CHSC_510	1	1	45566	3660	3885
CHSC_511	2	1	40897	2400	2565
CHSC_511	2	1	47184	3420	3645
CHSC_512	1	1	36193	3420	3585
CHSC_518	3	1	34668	960	1125
CHSC_518	3	1	37476	780	945
CHSC_518	3	1	46021	3840	4005
CHSC_524	1	1	46022	5400	5510
CHSC_526	1	1	25702	4875	5040
CHSC_528	1	1	33466	3660	3825
CHSC_543	2	1	28438	2040	2205
CHSC_543	2	1	42529	600	765
CHSC_544	2	1	33464	2430	2595
CHSC_544	2	1	37520	2430	2595
CHSC_545	4	1	42530	2040	2205
CHSC_545	4	1	45104	1995	2160
CHSC_545	4	1	47186	2280	2445
CHSC_545	4	1	49287	2460	2625
CHSC_549	1	1	33488	5280	5445
CHSC_550	1	1	38884	780	945
CHSC_551	2	1	23513	6300	6480
CHSC_551	2	1	36181	3480	3645
CHSC_552	1	1	46418	4920	5085
CHSC_554	1	1	36573	5340	5505
CHSC_584	2	1	15128	3660	3840
CHSC_584	2	1	37906	780	960
CHSC_586	1	1	33467	5100	5265
CHSC_593	2	1	45454	5160	5235
CHSC_593	2	1	46419	5160	5240
CHSC_594	10	1	36389	6300	6470
CHSC_594	10	1	37950	4920	5040
CHSC_594	10	1	39998	3660	3825
CHSC_594	10	1	41372	3660	3770
CHSC_594	10	1	42531	3840	3950
CHSC_594	10	1	44930	4920	5030
CHSC_594	10	1	45278	5190	5280
CHSC_594	10	1	46519	4920	5085
CHSC_594	10	1	48237	2250	2415
CHSC_594	10	1	48787	4920	5065
CHSC_595	2	1	15146	2220	2330
CHSC_595	2	1	43813	2370	2480
